28,0,23,0,4099,620
54,1,25,374,1557,2701
58,1,20,167,2596,5171
55,0,39,40102,10888,29091
35,0,29,121,5835,5012
39,1,12,0,2827,914
24,1,14,4081,1647,1642
47,0,41,52355,9253,23527
37,0,28,7736,5661,12030
24,0,16,5612,2393,985
57,1,25,13,4227,3943
56,1,20,518,3813,3092
44,0,12,0,4909,620
37,0,25,16376,6830,20612
49,0,82,46868,7294,28446
48,0,33,54936,10566,25470
39,1,20,2607,7533,11413
60,1,28,882,3272,4463
46,1,26,784,5143,11302
55,0,43,5155,10007,17068
25,1,32,6594,1284,7356
36,1,18,8359,6802,10866
46,1,45,47032,6439,24492
48,1,13,740,3313,4948
30,1,20,86,7261,10401
19,0,20,9972,11739,3418
31,1,22,2434,10705,16787
36,0,18,3562,5476,6883
45,0,26,0,1509,1693
26,1,29,4879,6230,8971
46,1,22,0,1374,620
22,1,25,870,0,856
29,1,23,4000,11398,25182
57,1,24,0,2521,658
30,1,34,8253,7296,12318
29,1,35,3936,6784,12415
48,0,18,0,0,1098
50,0,31,6072,7051,6197
54,1,26,3050,6045,13132
58,0,29,6479,7561,9086
53,1,33,54605,8484,25118
47,0,29,4700,10750,15487
32,0,19,816,7707,6210
49,1,18,1209,4912,3643
26,0,39,35396,9541,21916
43,0,23,5974,11612,17397
56,1,20,4153,8278,17677
57,1,32,9503,5479,9319
20,0,16,6812,2727,4765
32,0,23,54618,11548,26713
39,1,28,5754,8378,15216
20,1,15,4556,0,1760
23,1,18,1837,3115,1712
19,1,15,9013,11048,4827
29,1,23,14736,8485,18848
30,0,19,9392,2388,9569
47,1,27,40493,11288,28677
27,0,26,1546,5294,6146
28,1,12,747,2717,2969
24,0,22,932,6122,4456
49,0,11,0,3905,700
47,1,19,10,4594,3184
23,1,28,7844,3752,3743
43,1,27,9169,7789,14720
44,1,21,9618,10479,18128
59,0,43,38439,1343,18192
49,1,29,1413,2875,3266
55,0,28,52687,11754,25157
56,1,14,855,4686,4101
59,0,44,31095,10744,20750
46,1,33,2246,1006,12617
19,0,16,1592,2962,2993
57,1,17,9486,8421,15895
36,1,42,47886,6604,28134
49,1,19,9055,3599,5837
33,0,22,9251,10055,15559
50,1,25,628,7986,4627
41,0,20,59473,11414,24119
24,1,12,9043,3023,782
29,1,27,0,5579,1400
60,1,25,2834,11354,15997
20,1,19,6279,0,2056
52,1,29,38659,9753,18189
35,1,32,47815,7212,28964
28,1,29,4100,5881,9508
57,0,20,3112,6219,11537
25,0,25,8776,8206,8240
36,1,37,6000,8360,25973
22,0,26,7100,5443,1285
47,0,30,6809,8573,17930
49,1,24,192,4659,5256
59,0,29,9726,2245,5772
20,1,17,9143,1342,3012
21,0,26,8797,4525,3982
51,0,26,1123,2854,3485
23,0,26,3273,3739,4487
26,1,36,4471,8513,16678
29,0,27,6013,5902,6014
45,1,17,6859,6043,8024
33,1,28,29303,6158,21984
40,0,24,0,9746,23903
56,0,33,26355,9005,18474
23,1,25,3595,10330,4854
37,1,26,685,11334,15145
35,0,14,0,3451,650
20,0,26,53,1226,1767
28,1,25,59327,6188,25125
32,1,47,59719,11622,25652
52,0,27,53331,11305,23927
45,1,25,205,2235,3640
57,1,40,25359,6408,20318
48,0,26,23932,11522,21573
42,1,34,45766,7186,25715
22,1,23,9548,1152,2692
24,1,24,8159,2033,4565
40,1,23,7993,4048,9143
43,0,17,2940,2651,10747
23,1,12,1435,4675,3906
43,1,30,28495,3859,18765
35,0,23,688,4298,5277
33,0,13,0,0,1393
20,0,21,3032,1514,2548
40,0,28,7011,10703,16105
38,0,18,2985,7424,10379
39,1,42,26745,8655,18640
60,0,42,57553,6818,24932
48,1,13,0,162,982
58,1,17,1390,3829,3925
39,0,32,51889,8679,26200
37,0,20,565,9226,6041
58,1,35,57014,11064,26599
28,0,29,386,1076,2869
51,1,33,41523,6538,27774
23,1,26,5941,1511,2900
27,0,31,6228,7637,6240
38,1,17,8095,1723,12886
60,1,27,5238,6064,11708
26,1,42,58194,7865,23849
59,0,30,9714,6692,12256
23,1,18,1841,4981,3268
22,0,30,1283,2908,3724
37,1,30,9183,9669,15687
36,0,25,6859,7430,12151
51,0,39,19251,7608,20011
26,0,37,48818,9572,24984
46,0,36,26031,7637,21831
43,0,24,387,6903,6433
22,0,11,1586,3379,2734
23,0,17,778,1853,1955
23,1,11,6550,1296,1846
25,1,25,8869,7037,7596
60,0,95,49927,10718,27591
37,1,33,3590,7162,10010
25,0,24,1175,2319,5824
24,1,24,1378,3852,4455
21,0,20,6801,1358,1999
39,1,28,120,4109,3465
40,1,33,8036,5152,7810
36,1,31,990,5561,6655
37,1,41,28617,10538,21881
20,1,19,4198,3753,4936
23,1,28,2221,0,1136
40,0,48,47609,7802,24154
24,1,14,9343,8197,2184
47,0,19,2937,5401,9689
28,0,38,56551,10986,24055
32,1,21,41945,7410,25338
57,1,70,47503,9879,29494
21,0,16,1016,0,604
38,1,27,821,11904,15542
43,0,36,7044,9415,17573
20,0,14,450,1564,1733
21,0,14,4552,3152,4731
36,1,21,6914,5490,6776
31,1,34,3325,2567,16021
22,1,17,1320,5065,2010
21,1,10,7513,3275,3487
27,1,28,1289,5315,8402
60,1,26,3850,10367,15056
50,0,24,4987,7388,11401
37,1,24,1174,4360,2993
39,0,35,5887,5031,10251
27,1,22,0,6766,1937
30,1,25,730,1784,2394
51,0,33,4160,2399,12021
23,1,15,3010,1496,2429
38,1,43,54655,9613,26611
26,0,11,6742,3514,5669
45,0,34,42989,7275,22655
30,0,27,9766,5787,9196
25,1,12,1411,8381,3779
33,1,25,9569,6598,8396
48,0,72,55789,10257,29138
30,1,29,1427,2214,3310
30,1,23,773,4557,3267
37,1,38,41500,11123,22391
20,1,13,9933,2538,4927
33,0,23,56544,7079,22752
43,0,35,7017,5538,12969
37,0,20,15795,6662,21080
48,0,28,2727,5962,12753
41,1,20,514,7553,11340
36,1,29,0,2818,1181
46,0,47,52311,6295,23970
29,0,22,0,4014,1358
45,0,26,1494,6561,9354
25,0,47,54010,10605,26873
55,0,27,0,0,1089
52,0,19,360,1378,2540
58,0,16,1782,3500,4583
54,0,24,2570,5032,7402
55,0,34,7446,6704,6002
27,0,26,498,1663,6536
47,1,21,49843,10631,23932
24,0,30,4054,3912,1836
45,1,25,7523,7699,12210
32,0,17,774,7543,11823
37,1,29,28426,9582,19887
51,0,42,5386,9048,17176
46,0,40,34537,8203,19369
20,1,27,5147,11844,673
23,1,11,5098,4222,3920
31,1,22,56021,7324,25258
38,1,22,7996,7509,6505
22,1,11,7323,4726,4137
26,1,26,361,3405,5304
42,1,40,15245,8527,29626
56,0,29,0,1932,2058
59,1,34,58408,10366,22642
60,1,26,3181,5057,6205
37,0,30,55685,7004,27726
19,1,16,2584,0,3412
36,0,78,54988,10894,29926
43,0,20,2352,7075,13996
51,1,18,988,4475,5026
35,0,47,8895,10614,17038
53,0,14,0,4134,712
37,0,42,37524,9534,19799
42,0,47,16771,9160,21617
42,1,17,9885,1273,13163
21,0,10,6796,4264,4554
47,0,20,52876,10195,23901
55,1,30,5957,4109,8591
27,0,23,1897,1878,2581
37,0,20,1774,2818,3415
40,1,26,22675,8270,21211
32,0,32,6399,11208,17441
28,0,19,1493,1326,9605
58,1,12,0,3413,1200
36,0,13,0,0,1173
57,0,31,56214,8026,22856
22,0,28,325,4951,1176
25,1,32,1291,7666,8004
28,0,29,0,4668,740
58,1,78,58360,8286,28842
36,0,30,42313,11107,25249
27,1,34,6393,4750,6892
25,1,47,30734,10995,21282
36,1,18,0,4128,724
28,0,18,0,1816,2223
30,0,22,1875,5306,3094
20,1,22,4630,6042,3692
52,0,31,53968,6363,24273
36,0,22,47614,11390,23197
42,1,43,5802,11411,17277
25,1,45,42743,9278,28323
50,1,20,6671,7388,6011
27,1,43,55599,9110,25842
45,0,67,49446,11755,28442
60,0,24,5256,6425,13401
46,1,20,53886,9787,25846
51,0,22,6309,5949,13974
58,1,40,8374,5511,17702
48,0,21,709,1420,4894
38,0,18,5431,6152,14742
35,1,26,1251,3291,4072
60,1,30,0,1843,1789
46,1,29,8725,5797,6042
60,1,27,3124,10991,8843
38,1,20,0,1821,1577
49,0,23,944,3407,4898
41,1,39,43715,6423,23032
37,0,33,6796,6646,6842
45,0,21,2273,5203,11347
57,0,29,24388,9989,18892
30,1,27,4378,4721,7163
43,1,23,52587,10303,28867
21,1,23,6509,2541,4448
52,0,50,17501,8574,21540
40,0,23,0,2544,1213
37,0,22,8096,5276,17954
31,0,21,45358,7340,25316
59,1,26,8464,7632,10481
55,0,47,2303,8605,17067
25,1,30,1982,6355,6626
50,1,13,0,4782,1058
22,0,24,9925,1278,2316
22,0,18,5078,0,1349
22,0,23,863,2695,4564
22,0,18,1821,6498,4182
30,0,33,328,5877,9618
28,0,25,282,9891,15823
31,1,22,211,4215,4257
21,0,13,8717,2220,3758
20,1,19,6454,9566,4793
25,1,30,8017,10155,6750
39,1,27,4295,6297,14363
37,1,23,7298,5521,13410
42,0,25,6413,7458,15109
59,0,24,876,4440,5036
43,0,30,961,6544,7239
43,0,20,5361,7904,5491
22,1,28,5603,11276,4762
20,0,23,5286,6330,2802
34,1,22,7719,5748,11428
39,1,37,31049,6143,20153
27,0,43,46075,8210,24187
26,1,21,4214,10232,9344
42,1,41,837,8509,16793
34,1,48,7258,1774,17364
55,0,18,9546,7781,12455
26,1,12,0,5005,1803
57,1,35,1417,3695,6784
55,0,28,6564,10795,15769
56,1,11,1335,3447,4649
30,1,32,4603,5596,14434
48,1,77,47931,6082,27515
52,1,48,42204,9951,25575
28,1,27,0,2664,948
35,0,20,6642,5157,14164
54,1,27,261,4983,5909
40,1,16,86,1066,2296
42,1,29,989,1532,2918
29,1,10,95,2688,5055
48,1,25,55112,7806,22545
34,1,19,8804,1340,11685
54,1,27,497,8448,4965
40,0,62,42341,7395,29828
49,0,20,4957,7422,14078
52,1,18,9865,5563,7596
48,1,22,42597,10310,23476
30,1,41,20338,9541,18254
19,0,15,5079,0,4491
49,1,67,42738,8310,29581
47,1,34,37598,7658,22188
27,0,34,5543,9306,15104
19,1,19,9106,6238,3351
52,1,11,0,1782,1569
46,0,24,819,10531,2503
57,0,48,7794,9535,17253
50,0,13,0,1844,2172
28,1,33,9105,5327,9533
50,0,37,53891,9330,23489
42,1,16,8525,5854,9599
45,1,45,26994,9160,19672
35,0,28,8286,2838,5610
24,1,27,9746,3727,4866
31,0,77,42576,8811,28176
23,0,10,5330,3593,4756
50,1,21,56163,7077,28942
45,0,15,5107,7028,6884
25,0,25,5214,6171,8188
43,0,14,7997,3977,5681
60,0,23,57387,10257,27357
55,1,87,43893,6272,27906
52,1,46,7952,8553,17343
45,0,47,31111,11012,19220
56,0,42,37581,6415,20428
47,1,33,27182,10107,19951
21,0,20,8053,1543,2140
40,1,15,0,1478,2083
34,0,28,6934,4757,5762
25,0,26,50381,9260,26689
51,0,15,896,4411,2606
53,0,32,51908,7169,23894
53,0,30,45904,11507,24449
24,1,11,9533,3872,4093
39,1,14,666,1262,2340
59,1,28,1309,5704,5017
24,1,22,2418,1444,2071
55,0,34,42643,8390,22818
60,1,35,49641,11206,27854
53,0,16,9944,5376,12033
21,1,11,1929,3053,4635
27,0,38,26575,6638,21110
35,1,22,12105,10490,18772
27,1,27,0,4963,1217
29,0,27,3619,2319,8334
19,1,18,1397,1761,4746
53,0,23,52381,7355,26912
21,0,22,788,7293,1394
43,0,24,467,4981,4241
24,1,19,3340,1388,2056
41,0,31,7554,6170,9928
53,1,27,49721,9359,24791
43,0,25,34611,7243,21758
20,0,28,4509,7125,4771
42,0,30,0,1673,2182
32,0,21,41751,10401,22527
28,0,21,46971,7912,24791
49,0,36,41147,6561,27058
23,0,28,331,2768,4609
38,1,23,1161,5184,2917
23,1,27,1147,11548,4748
26,1,28,6991,5797,7922
45,1,30,3956,6991,6729
26,1,23,898,2769,3286
41,0,13,1626,10614,2856
24,0,27,8910,0,731
19,0,18,5425,0,2488
36,0,32,48726,9619,22441
41,1,24,994,6912,4785
26,0,34,7007,2342,8958
32,0,28,0,1940,2248
50,0,12,0,1694,1823
40,0,25,4553,10386,17121
37,1,42,36690,9843,21631
21,1,17,9282,1102,4767
44,1,34,8508,9686,15689
57,0,18,8649,5970,14257
28,1,21,45639,9460,26974
58,0,20,7945,11817,15133
49,1,16,6925,10071,15849
53,1,26,2839,7679,9386
28,1,22,2109,6417,14063
49,1,33,6868,6909,11694
33,1,23,5809,5548,13722
27,1,30,2359,9308,8113
27,0,14,829,3703,4272
30,1,22,9058,7245,9869
48,0,22,29299,11844,18192
32,1,33,4738,5555,8479
24,1,14,4311,1164,4523
55,1,45,28687,9148,18997
30,0,42,0,9455,22821
34,1,28,1993,4597,3969
42,1,24,4947,6133,11060
54,1,24,56185,9625,28181
41,0,31,2847,4411,17561
45,1,28,1322,4880,3371
23,0,10,1002,0,642
27,1,30,4459,5834,7809
37,0,77,56206,8325,29560
56,0,24,0,151,652
44,1,40,58029,8835,23068
29,0,31,56986,10031,29886
26,0,14,471,7569,4842
30,0,26,9078,10185,17821
32,0,21,30454,2519,18370
35,1,34,5721,6398,11187
59,1,26,7207,4178,9378
37,1,50,26581,8972,21249
50,0,28,563,10103,17884
32,0,95,12500,8644,28406
43,0,72,40353,9082,29209
24,0,21,2475,6024,3702
38,1,25,7044,5802,9300
27,1,30,0,1393,2204
52,1,18,6456,1526,6264
34,1,25,6978,8874,15843
40,1,34,31178,8114,19181
22,1,19,5536,0,1068
39,0,30,5051,7027,12527
28,0,25,47406,10518,28119
28,1,30,363,11811,2977
40,1,30,1771,4600,3166
25,1,10,3205,6823,5332
53,0,27,0,1895,2232
38,0,48,25611,11694,21989
38,0,24,699,4057,5360
60,0,21,9902,3219,13119
24,1,26,946,1059,2509
57,0,21,3658,4221,14767
44,1,18,8989,4249,5947
58,0,17,6493,7095,12830
53,0,23,3574,2189,5888
58,0,23,5842,6019,9130
36,0,27,7133,11292,18062
22,0,11,8778,9829,1593
19,1,23,4850,3470,4742
28,1,28,9312,2720,12771
50,0,29,51343,8713,28511
47,1,15,3735,6406,6104
